"","date","new_cases_clarke","cases_cum_clarke","X7_day_ave_clarke","wrf","collection_num","target","mean_copy_num_uL_rxn","mean_copy_num_L","sd_L","mean_total_copies","sd_total_copies"
"544",2021-02-08,26,11494,42,"CC",51,"N1",0.0290107406540392,518048.9402507,891101.189580108,3745562790326.51,6442780206232.52
"545",2021-02-08,26,11494,42,"CC",51,"N2",2e-04,3571.42857142857,0,25821903928.5714,0
"546",2021-02-08,26,11494,42,"MI",51,"N1",0.0409612622021406,731451.11075251,665432.106122335,10023209303936.2,9118538722788.3
"547",2021-02-08,26,11494,42,"MI",51,"N2",0.014650115344987,261609.202589053,446934.534870502,3584879091492.91,6124426256671.82
"548",2021-02-08,26,11494,42,"NO",51,"N1",0.0815284872441305,1455865.84364519,1265205.11022037,27169472177341.1,23611347976057
"549",2021-02-08,26,11494,42,"NO",51,"N2",0.0364574712185925,651026.271760581,577618.073285984,12149498701769.1,10779549667831.7
"550",2021-02-09,41,11535,43,NA,NA,NA,NA,NA,NA,NA,NA
"551",2021-02-10,45,11580,41,"CC",52,"N1",0.0146615177286971,261812.816583876,447287.204654667,2001959085130.03,3420194223891.08
"552",2021-02-10,45,11580,41,"CC",52,"N2",0.0187597829670683,334996.124411935,288052.87584792,2561557312206.57,2202604438262.22
"553",2021-02-10,45,11580,41,"MI",52,"N1",0.0450229920464623,803982.000829685,1386351.77806658,10864943375565.7,18735038286633.3
"554",2021-02-10,45,11580,41,"MI",52,"N2",0.0294673314431023,526202.347198256,560741.095378172,7111053108774.67,7577806770984.09
"555",2021-02-10,45,11580,41,"NO",52,"N1",2e-04,3571.42857142857,0,75032233928.5714,0
"556",2021-02-10,45,11580,41,"NO",52,"N2",0.00445382475906967,79532.584983387,131568.582307198,1670902105996.89,2764127700690.78
"557",2021-02-11,35,11615,39,NA,NA,NA,NA,NA,NA,NA,NA
"558",2021-02-12,29,11644,36,NA,NA,NA,NA,NA,NA,NA,NA
"559",2021-02-13,41,11685,36,NA,NA,NA,NA,NA,NA,NA,NA
"560",2021-02-14,23,11708,34,NA,NA,NA,NA,NA,NA,NA,NA
"561",2021-02-15,29,11737,35,"CC",53,"N1",0.0310273182102486,554059.25375444,478958.543087688,4760965068242.93,4115633620998.31
"562",2021-02-15,29,11737,35,"CC",53,"N2",2e-04,3571.42857142857,0,30688859642.8571,0
"563",2021-02-15,29,11737,35,"MI",53,"N1",2e-04,3571.42857142857,0,59349821071.4286,0
"564",2021-02-15,29,11737,35,"MI",53,"N2",0.0048443257270748,86505.8165549071,143646.573682015,1437549325568.04,2387111564754.38
"565",2021-02-15,29,11737,35,"NO",53,"N1",2e-04,3571.42857142857,0,85171725000,0
"566",2021-02-15,29,11737,35,"NO",53,"N2",2e-04,3571.42857142857,0,85171725000,0
"567",2021-02-16,31,11768,33,NA,NA,NA,NA,NA,NA,NA,NA
"568",2021-02-17,21,11789,30,"CC",54,"N1",0.0564472986613836,1007987.47609614,1029438.21205313,9653584055879.35,9859019626788.76
"569",2021-02-17,21,11789,30,"CC",54,"N2",0.00464365992278297,82922.4986211244,137440.08496103,794156008428.638,1316275692191.2
"570",2021-02-17,21,11789,30,"MI",54,"N1",0.0463729826000516,828088.975000922,1428106.28214791,15046350176919.6,25948645447226.6
"571",2021-02-17,21,11789,30,"MI",54,"N2",0.0252974899542529,451740.892040231,452512.763240397,8208117552662.45,8222142427669.58
"572",2021-02-17,21,11789,30,"NO",54,"N1",0.0345851764903772,617592.437328163,539350.51613449,24149893275965.5,21090377109109.2
"573",2021-02-17,21,11789,30,"NO",54,"N2",0.00677658590286292,121010.462551124,203410.37364464,4731906641421.55,7954013873605.94
"574",2021-02-18,22,11811,28,NA,NA,NA,NA,NA,NA,NA,NA
"575",2021-02-19,32,11843,28,NA,NA,NA,NA,NA,NA,NA,NA
"576",2021-02-20,19,11862,25,NA,NA,NA,NA,NA,NA,NA,NA
"577",2021-02-21,12,11874,24,NA,NA,NA,NA,NA,NA,NA,NA
"578",2021-02-22,8,11882,21,"CC",55,"N1",0.0144533344567912,258095.258156987,440848.204579189,1944222778648.28,3320894492171.26
"579",2021-02-22,8,11882,21,"CC",55,"N2",2e-04,3571.42857142857,0,26903449642.8571,0
"580",2021-02-22,8,11882,21,"MI",55,"N1",2e-04,3571.42857142857,0,53130933214.2857,0
"581",2021-02-22,8,11882,21,"MI",55,"N2",0.0265539754742542,474178.133468825,270089.140721025,7054187487481.9,4018024667314.72
"582",2021-02-22,8,11882,21,"NO",55,"N1",0.141916542324087,2534223.97007298,3461520.41608152,50459583749993.8,68923221230737.9
"583",2021-02-22,8,11882,21,"NO",55,"N2",0.0190966651827011,341011.87826252,342730.112759951,6789975011733,6824187219710.31
"584",2021-02-23,17,11899,19,NA,NA,NA,NA,NA,NA,NA,NA
"585",2021-02-24,32,11931,20,"CC",56,"N1",0.0899152258249517,1605629.03258842,1432141.72634538,11730470898763.6,10463000171787.4
"586",2021-02-24,32,11931,20,"CC",56,"N2",2e-04,3571.42857142857,0,26092290357.1429,0
"587",2021-02-24,32,11931,20,"MI",56,"N1",2e-04,3571.42857142857,0,49886296071.4286,0
"588",2021-02-24,32,11931,20,"MI",56,"N2",0.00453566799222906,80994.0712898046,134099.95084448,1131338381710.2,1873129958277.69
"589",2021-02-24,32,11931,20,"NO",56,"N1",2e-04,3571.42857142857,0,76113779642.8571,0
"590",2021-02-24,32,11931,20,"NO",56,"N2",2e-04,3571.42857142857,0,76113779642.8571,0
"591",2021-02-25,27,11958,21,NA,NA,NA,NA,NA,NA,NA,NA
"592",2021-02-26,20,11978,19,NA,NA,NA,NA,NA,NA,NA,NA
"593",2021-02-27,25,12003,20,NA,NA,NA,NA,NA,NA,NA,NA
"594",2021-02-28,15,12018,21,NA,NA,NA,NA,NA,NA,NA,NA
"595",2021-03-01,13,12031,21,"CC",57,"N1",2e-04,3571.42857142857,0,25010744642.8571,0
"596",2021-03-01,13,12031,21,"CC",57,"N2",2e-04,3571.42857142857,0,25010744642.8571,0
"597",2021-03-01,13,12031,21,"MI",57,"N1",2e-04,3571.42857142857,0,50291875714.2857,0
"598",2021-03-01,13,12031,21,"MI",57,"N2",2e-04,3571.42857142857,0,50291875714.2857,0
"599",2021-03-01,13,12031,21,"NO",57,"N1",0.0310055083468503,553669.79190804,952798.314459496,14126144705489.8,24309375483206.9
"600",2021-03-01,13,12031,21,"NO",57,"N2",0.0098672043582211,176200.077825377,299001.591349825,4495509476690.47,7628625957763.8
"601",2021-03-02,38,12069,24,NA,NA,NA,NA,NA,NA,NA,NA
"602",2021-03-03,61,12130,28,"CC",58,"N1",2e-04,3571.42857142857,0,24875551428.5714,0
"603",2021-03-03,61,12130,28,"CC",58,"N2",0.00523230040448851,93433.9357944377,155646.428205777,650781789007.945,1084101404261.75
"604",2021-03-03,61,12130,28,"MI",58,"N1",0.0147790769868029,263912.089050052,450923.251225014,3826229215671.96,6537539542327.38
"605",2021-03-03,61,12130,28,"MI",58,"N2",0.0258130835574971,460947.920669591,189619.102699675,6682878405902.59,2749120562117.95
"606",2021-03-03,61,12130,28,"NO",58,"N1",0.0240911879110526,430199.784125939,738941.987769971,11855353071949.1,20363604278649.1
"607",2021-03-03,61,12130,28,"NO",58,"N2",0.00515619980482757,92074.9965147781,153292.676329006,2537382939415,4224406585690.79
"608",2021-03-04,26,12156,28,NA,NA,NA,NA,NA,NA,NA,NA
"609",2021-03-05,16,12172,28,NA,NA,NA,NA,NA,NA,NA,NA
"610",2021-03-06,8,12180,25,NA,NA,NA,NA,NA,NA,NA,NA
"611",2021-03-07,10,12190,25,NA,NA,NA,NA,NA,NA,NA,NA
"612",2021-03-08,11,12201,24,"CC",59,"N1",2e-04,3571.42857142857,0,23523619285.7143,0
"613",2021-03-08,11,12201,24,"CC",59,"N2",0.0049879677320417,89070.8523578874,148089.34601601,586675269689.883,975407270866.287
"614",2021-03-08,11,12201,24,"MI",59,"N1",2e-04,3571.42857142857,0,47047238571.4286,0
"615",2021-03-08,11,12201,24,"MI",59,"N2",0.00471603259519557,84214.8677713495,139678.533991355,1109381553084,1840017007359.62
"616",2021-03-08,11,12201,24,"NO",59,"N1",0.0316283369108713,564791.730551273,490178.944921869,10711221006377.9,9296196682282.43
"617",2021-03-08,11,12201,24,"NO",59,"N2",0.0112593143539587,201059.18489212,342058.82782022,3813068159903.23,6487112866168.88
"618",2021-03-09,13,12214,21,NA,NA,NA,NA,NA,NA,NA,NA
"619",2021-03-10,17,12231,14,"CC",60,"N1",2e-04,3571.42857142857,0,22712460000,0
"620",2021-03-10,17,12231,14,"CC",60,"N2",0.00466961830820344,83386.0412179185,138242.96429015,530292595201.691,879154583082.009
"621",2021-03-10,17,12231,14,"MI",60,"N1",0.151074193583748,2697753.45685264,1207099.68766941,35742360195865.9,15992785300452.3
"622",2021-03-10,17,12231,14,"MI",60,"N2",0.00812883025244951,145157.683079456,245234.586461281,1923184707870.31,3249097095777.39
"623",2021-03-10,17,12231,14,"NO",60,"N1",2e-04,3571.42857142857,0,87875589285.7143,0
"624",2021-03-10,17,12231,14,"NO",60,"N2",0.0144840073074147,258642.987632405,220968.478285972,6363953386788.28,5436965868025.26
"625",2021-03-11,29,12260,15,NA,NA,NA,NA,NA,NA,NA,NA
"626",2021-03-12,14,12274,15,NA,NA,NA,NA,NA,NA,NA,NA
"627",2021-03-13,8,12282,15,NA,NA,NA,NA,NA,NA,NA,NA
"628",2021-03-14,3,12285,14,NA,NA,NA,NA,NA,NA,NA,NA
"629",2021-03-15,6,12291,13,"CC",61,"N1",2e-04,3571.42857142857,0,22442073571.4286,0
"630",2021-03-15,6,12291,13,"CC",61,"N2",2e-04,3571.42857142857,0,22442073571.4286,0
"631",2021-03-15,6,12291,13,"MI",61,"N1",2e-04,3571.42857142857,0,47182431785.7143,0
"632",2021-03-15,6,12291,13,"MI",61,"N2",2e-04,3571.42857142857,0,47182431785.7143,0
"633",2021-03-15,6,12291,13,"NO",61,"N1",2e-04,3571.42857142857,0,68137380000,0
"634",2021-03-15,6,12291,13,"NO",61,"N2",2e-04,3571.42857142857,0,68137380000,0
"635",2021-03-16,14,12305,13,NA,NA,NA,NA,NA,NA,NA,NA
"636",2021-03-17,17,12322,13,"CC",62,"N1",2e-04,3571.42857142857,0,33257530714.2857,0
"637",2021-03-17,17,12322,13,"CC",62,"N2",2e-04,3571.42857142857,0,33257530714.2857,0
"638",2021-03-17,17,12322,13,"MI",62,"N1",2e-04,3571.42857142857,0,72463562857.1429,0
"639",2021-03-17,17,12322,13,"MI",62,"N2",2e-04,3571.42857142857,0,72463562857.1429,0
"640",2021-03-17,17,12322,13,"NO",62,"N1",2e-04,3571.42857142857,0,91796192500,0
"641",2021-03-17,17,12322,13,"NO",62,"N2",2e-04,3571.42857142857,0,91796192500,0
"642",2021-03-18,14,12336,11,NA,NA,NA,NA,NA,NA,NA,NA
"643",2021-03-19,12,12348,11,NA,NA,NA,NA,NA,NA,NA,NA
"644",2021-03-20,5,12353,10,NA,NA,NA,NA,NA,NA,NA,NA
"645",2021-03-21,6,12359,11,NA,NA,NA,NA,NA,NA,NA,NA
"646",2021-03-22,2,12361,10,"CC",63,"N1",2e-04,3571.42857142857,0,27038642857.1429,0
"647",2021-03-22,2,12361,10,"CC",63,"N2",2e-04,3571.42857142857,0,27038642857.1429,0
"648",2021-03-22,2,12361,10,"MI",63,"N1",0.0148282051476956,264789.377637421,452442.759631238,3778808069669.31,6456808677193.53
"649",2021-03-22,2,12361,10,"MI",63,"N2",2e-04,3571.42857142857,0,50967841785.7143,0
"650",2021-03-22,2,12361,10,"NO",63,"N1",2e-04,3571.42857142857,0,69759698571.4286,0
"651",2021-03-22,2,12361,10,"NO",63,"N2",2e-04,3571.42857142857,0,69759698571.4286,0
"652",2021-03-23,12,12373,10,NA,NA,NA,NA,NA,NA,NA,NA
"653",2021-03-24,10,12383,9,"CC",64,"N1",2e-04,3571.42857142857,0,24334778571.4286,0
"654",2021-03-24,10,12383,9,"CC",64,"N2",2e-04,3571.42857142857,0,24334778571.4286,0
"655",2021-03-24,10,12383,9,"MI",64,"N1",2e-04,3571.42857142857,0,48939943571.4286,0
"656",2021-03-24,10,12383,9,"MI",64,"N2",0.00458320043072975,81842.8648344598,135570.104388959,1121507852282.3,1857742112455.14
"657",2021-03-24,10,12383,9,"NO",64,"N1",0.0147527613793701,263442.167488752,450109.323205271,5335215891499.75,9115588582376.4
"658",2021-03-24,10,12383,9,"NO",64,"N2",2e-04,3571.42857142857,0,72328369642.8571,0
"659",2021-03-25,11,12394,8,NA,NA,NA,NA,NA,NA,NA,NA
"660",2021-03-26,14,12408,9,NA,NA,NA,NA,NA,NA,NA,NA
"661",2021-03-27,12,12420,10,NA,NA,NA,NA,NA,NA,NA,NA
"662",2021-03-28,5,12425,9,NA,NA,NA,NA,NA,NA,NA,NA
"663",2021-03-29,4,12429,10,"CC",65,"N1",0.0537991488559359,960699.086713142,1106103.56665935,7309646258967.94,8415981559558.62
"664",2021-03-29,4,12429,10,"CC",65,"N2",0.00286658013252145,51188.930937883,106475.972210149,389479893033.759,810140972027.682
"665",2021-03-29,4,12429,10,"MI",65,"N1",0.0145742195055773,260253.919742451,397775.505497984,3911116127619.12,5977801203780.49
"666",2021-03-29,4,12429,10,"MI",65,"N2",0.00834248014956356,148972.859813635,160563.987481212,2238775712470.51,2412968079689.48
"667",2021-03-29,4,12429,10,"NO",65,"N1",2e-04,3571.42857142857,0,74761847500,0
"668",2021-03-29,4,12429,10,"NO",65,"N2",2e-04,3571.42857142857,0,74761847500,0
"669",2021-03-30,6,12435,9,NA,NA,NA,NA,NA,NA,NA,NA
"670",2021-03-31,12,12447,9,"CC",66,"N1",0.0407462379353129,727611.391702016,1038330.29680902,5370899504612.32,7664486483245.45
"671",2021-03-31,12,12447,9,"CC",66,"N2",0.00429293830450255,76659.6125804026,179028.757048631,565866724913.065,1321509632077.95
"672",2021-03-31,12,12447,9,"MI",66,"N1",2e-04,3571.42857142857,0,53266126428.5714,0
"673",2021-03-31,12,12447,9,"MI",66,"N2",0.0023506167646975,41975.2993695982,94069.887603287,626041248867.483,1403006787335.49
"674",2021-03-31,12,12447,9,"NO",66,"N1",0.0274828119288844,490764.498730079,570455.263736232,9883202554853.24,11488045558666.8
"675",2021-03-31,12,12447,9,"NO",66,"N2",0.00731722655881178,130664.759978782,198812.819905337,2631376745859.21,4003768354700.63
"676",2021-04-01,3,12450,8,NA,NA,NA,NA,NA,NA,NA,NA
"677",2021-04-02,12,12462,8,NA,NA,NA,NA,NA,NA,NA,NA
"678",2021-04-03,14,12476,8,NA,NA,NA,NA,NA,NA,NA,NA
"679",2021-04-04,14,12490,9,NA,NA,NA,NA,NA,NA,NA,NA
"680",2021-04-05,6,12496,10,"CC",67,"N1",0.0199892266944236,356950.476686136,580394.975817244,2567287417509.69,4174362596275.88
"681",2021-04-05,6,12496,10,"CC",67,"N2",0.0108397641829387,193567.217552478,296078.323555604,1392189433891.12,2129477908864.18
"682",2021-04-05,6,12496,10,"MI",67,"N1",0.0133324892750099,238080.165625176,574426.746006193,3145296328759.6,7588798212611.57
"683",2021-04-05,6,12496,10,"MI",67,"N2",2e-04,3571.42857142857,0,47182431785.7143,0
"684",2021-04-05,6,12496,10,"NO",67,"N1",0.0378860412053112,676536.450094843,1648420.91747346,12779229539332.1,31137345635814
"685",2021-04-05,6,12496,10,"NO",67,"N2",0.00952975501703713,170174.196732806,208640.569116177,3214453739211.11,3941052582722.95
"686",2021-04-06,9,12505,10,NA,NA,NA,NA,NA,NA,NA,NA
"687",2021-04-07,14,12519,10,"CC",68,"N1",0.0819379869267637,1463178.33797792,1728799.34408544,9914326543133.38,11714143641919.1
"688",2021-04-07,14,12519,10,"CC",68,"N2",0.0318883641777256,569435.074602243,408160.30135911,3858425954092.64,2765646814598.34
"689",2021-04-07,14,12519,10,"MI",68,"N1",0.0171755142420197,306705.611464637,742524.071683874,3982252256221.63,9640900098441.49
"690",2021-04-07,14,12519,10,"MI",68,"N2",0.0141072771913988,251915.664132122,300980.432464661,3270861974376.95,3907916782276.27
"691",2021-04-07,14,12519,10,"NO",68,"N1",2e-04,3571.42857142857,0,72193176428.5714,0
"692",2021-04-07,14,12519,10,"NO",68,"N2",2e-04,3571.42857142857,0,72193176428.5714,0
"693",2021-04-08,9,12528,11,NA,NA,NA,NA,NA,NA,NA,NA
"694",2021-04-09,13,12541,11,NA,NA,NA,NA,NA,NA,NA,NA
"695",2021-04-10,5,12546,10,NA,NA,NA,NA,NA,NA,NA,NA
"696",2021-04-11,6,12552,9,NA,NA,NA,NA,NA,NA,NA,NA
"697",2021-04-12,4,12556,9,"CC",69,"N1",2e-04,3571.42857142857,0,24469971785.7143,0
"698",2021-04-12,4,12556,9,"CC",69,"N2",2e-04,3571.42857142857,0,24469971785.7143,0
"699",2021-04-12,4,12556,9,"MI",69,"N1",0.00758758224548478,135492.540097943,323139.409540752,1887452923660.72,4501431760352.34
"700",2021-04-12,4,12556,9,"MI",69,"N2",0.00239764374151634,42815.0668127919,96126.8893417131,596427101994.823,1339077252513.49
"701",2021-04-12,4,12556,9,"NO",69,"N1",2e-04,3571.42857142857,0,73004335714.2857,0
"702",2021-04-12,4,12556,9,"NO",69,"N2",2e-04,3571.42857142857,0,73004335714.2857,0
"703",2021-04-13,19,12575,10,NA,NA,NA,NA,NA,NA,NA,NA
"704",2021-04-14,14,12589,10,"CC",70,"N1",0.186959320358344,3338559.29211329,6205747.57973931,23253580943123.8,43223990060310.6
"705",2021-04-14,14,12589,10,"CC",70,"N2",2e-04,3571.42857142857,0,24875551428.5714,0
"706",2021-04-14,14,12589,10,"MI",70,"N1",0.10645342365111,1900953.99376983,3184886.75661503,24466026875691.2,40990747403017.6
"707",2021-04-14,14,12589,10,"MI",70,"N2",0.00718628562793224,128326.529070219,212554.625974063,1651612989786.17,2735661782808.83
"708",2021-04-14,14,12589,10,"NO",70,"N1",0.119910627672625,2141261.20843973,3651207.78841527,46201644068927,78781515303766.8
"709",2021-04-14,14,12589,10,"NO",70,"N2",2e-04,3571.42857142857,0,77060132142.8571,0
"710",2021-04-15,14,12603,11,NA,NA,NA,NA,NA,NA,NA,NA
"711",2021-04-16,7,12610,10,NA,NA,NA,NA,NA,NA,NA,NA
"712",2021-04-17,22,12632,12,NA,NA,NA,NA,NA,NA,NA,NA
"713",2021-04-18,5,12637,12,NA,NA,NA,NA,NA,NA,NA,NA
"714",2021-04-19,8,12645,13,"CC",71,"N1",2e-04,3571.42857142857,0,24740358214.2857,0
"715",2021-04-19,8,12645,13,"CC",71,"N2",2e-04,3571.42857142857,0,24740358214.2857,0
"716",2021-04-19,8,12645,13,"MI",71,"N1",2e-04,3571.42857142857,0,46100886071.4286,0
"717",2021-04-19,8,12645,13,"MI",71,"N2",0.00242729072232171,43344.4771843163,97423.6746164852,559501265259.944,1257568962763.26
"718",2021-04-19,8,12645,13,"NO",71,"N1",0.007514843034065,134193.625608304,319957.731821629,2631325482186.15,6273866803645.24
"719",2021-04-19,8,12645,13,"NO",71,"N2",2e-04,3571.42857142857,0,70030085000,0
"720",2021-04-20,8,12653,11,NA,NA,NA,NA,NA,NA,NA,NA
"721",2021-04-21,5,12658,10,"CC",72,"N1",0.130911777241421,2337710.30788252,4804364.3009148,15397594039217.1,31644490282887.1
"722",2021-04-21,5,12658,10,"CC",72,"N2",0.0225584416764114,402829.315650204,558918.289348878,2653280968374.47,3681378694130.4
"723",2021-04-21,5,12658,10,"MI",72,"N1",0.00819552620731966,146348.682273565,349731.418446136,1855865713973.34,4434987309145.62
"724",2021-04-21,5,12658,10,"MI",72,"N2",0.353267611656546,6308350.2081526,11165174.9960568,79996968070833.9,141586963024108
"725",2021-04-21,5,12658,10,"NO",72,"N1",2e-04,3571.42857142857,0,75708200000,0
"726",2021-04-21,5,12658,10,"NO",72,"N2",0.0095950956817557,171340.994317066,260117.514386703,3632137114467.48,5514048064753.6
"727",2021-04-22,18,12676,10,NA,NA,NA,NA,NA,NA,NA,NA
"728",2021-04-23,16,12692,12,NA,NA,NA,NA,NA,NA,NA,NA
"729",2021-04-24,8,12700,10,NA,NA,NA,NA,NA,NA,NA,NA
"730",2021-04-25,8,12708,10,NA,NA,NA,NA,NA,NA,NA,NA
"731",2021-04-26,4,12712,10,"CC",73,"N1",0.00738497497312696,131874.553091553,314277.187479077,893566661112.748,2129505734776.76
"732",2021-04-26,4,12712,10,"CC",73,"N2",2e-04,3571.42857142857,0,24199585357.1429,0
"733",2021-04-26,4,12712,10,"MI",73,"N1",2e-04,3571.42857142857,0,46776852142.8571,0
"734",2021-04-26,4,12712,10,"MI",73,"N2",0.00539217631049301,96288.8626873752,145705.397172697,1261145170020.74,1908379149589.79
"735",2021-04-26,4,12712,10,"NO",73,"N1",0.00840300936275823,150053.738620683,358806.915964833,3271765954821.8,7823412217511.66
"736",2021-04-26,4,12712,10,"NO",73,"N2",2e-04,3571.42857142857,0,77871291428.5714,0
"737",2021-04-27,9,12721,10,NA,NA,NA,NA,NA,NA,NA,NA
"738",2021-04-28,11,12732,11,"CC",74,"N1",0.0111230171615626,198625.306456474,390107.755770091,1383455927216.66,2717160751576.18
"739",2021-04-28,11,12732,11,"CC",74,"N2",2e-04,3571.42857142857,0,24875551428.5714,0
"740",2021-04-28,11,12732,11,"MI",74,"N1",0.0124323948882503,222007.051575897,436871.246008938,3117838415622.96,6135363466245.91
"741",2021-04-28,11,12732,11,"MI",74,"N2",2e-04,3571.42857142857,0,50156682500,0
"742",2021-04-28,11,12732,11,"NO",74,"N1",0.0121215065939786,216455.474892475,425768.092642094,4588487227591.26,9025558055182.53
"743",2021-04-28,11,12732,11,"NO",74,"N2",0.00501278252852345,89513.9737236331,171885.090304409,1897543711129.8,3643671022259.59
"744",2021-04-29,9,12741,9,NA,NA,NA,NA,NA,NA,NA,NA
"745",2021-04-30,9,12750,8,NA,NA,NA,NA,NA,NA,NA,NA
"746",2021-05-01,8,12758,8,NA,NA,NA,NA,NA,NA,NA,NA
"747",2021-05-02,8,12766,8,NA,NA,NA,NA,NA,NA,NA,NA
"748",2021-05-03,3,12769,8,"CC",75,"N1",2e-04,3571.42857142857,0,21360527857.1429,0
"749",2021-05-03,3,12769,8,"CC",75,"N2",0.0024358767522317,43497.7991469946,97799.235191409,260158066113.059,584932120559.74
"750",2021-05-03,3,12769,8,"MI",75,"N1",2e-04,3571.42857142857,0,63946390357.1429,0
"751",2021-05-03,3,12769,8,"MI",75,"N2",0.00336275445363276,60049.1866720136,138341.689162772,1075180044836.11,2477006464203.37
"752",2021-05-03,3,12769,8,"NO",75,"N1",0.00754153102609194,134670.196894499,321125.088298869,3170843480364.24,7560970549493.96
"753",2021-05-03,3,12769,8,"NO",75,"N2",2e-04,3571.42857142857,0,84090179285.7143,0
"754",2021-05-04,10,12779,8,NA,NA,NA,NA,NA,NA,NA,NA
"755",2021-05-05,4,12783,7,"CC",76,"N1",2e-04,3571.42857142857,0,47588011428.5714,0
"756",2021-05-05,4,12783,7,"CC",76,"N2",2e-04,3571.42857142857,0,47588011428.5714,0
"757",2021-05-05,4,12783,7,"MI",76,"N1",2e-04,3571.42857142857,0,98826239642.8571,0
"758",2021-05-05,4,12783,7,"MI",76,"N2",0.00471667123399819,84226.2720356819,139698.286756601,2330654408438.38,3865639782117.25
"759",2021-05-05,4,12783,7,"NO",76,"N1",2e-04,3571.42857142857,0,110452856071.429,0
"760",2021-05-05,4,12783,7,"NO",76,"N2",2e-04,3571.42857142857,0,110452856071.429,0
"761",2021-05-06,6,12789,7,NA,NA,NA,NA,NA,NA,NA,NA
"762",2021-05-07,9,12798,7,NA,NA,NA,NA,NA,NA,NA,NA
"763",2021-05-08,3,12801,6,NA,NA,NA,NA,NA,NA,NA,NA
"764",2021-05-09,9,12810,6,NA,NA,NA,NA,NA,NA,NA,NA
"765",2021-05-10,2,12812,6,"CC",77,"N1",2e-04,3571.42857142857,0,25145937857.1429,0
"766",2021-05-10,2,12812,6,"CC",77,"N2",2e-04,3571.42857142857,0,25145937857.1429,0
"767",2021-05-10,2,12812,6,"MI",77,"N1",0.0161204580005914,287865.321439133,696374.974515341,4042743468451.25,9779800379359.23
"768",2021-05-10,2,12812,6,"MI",77,"N2",0.00632140112742227,112882.162989683,180270.352872674,1585302546516.3,2531693598895.35
"769",2021-05-10,2,12812,6,"NO",77,"N1",0.00935356298612893,167027.910466588,400384.975793618,3319412893436.47,7957011778899.32
"770",2021-05-10,2,12812,6,"NO",77,"N2",0.00885703828446766,158161.397936922,243053.115406833,3143205121163.13,4830292391358.93
"771",2021-05-11,5,12817,5,NA,NA,NA,NA,NA,NA,NA,NA
"772",2021-05-12,4,12821,5,"CC",78,"N1",2e-04,3571.42857142857,0,30148086785.7143,0
"773",2021-05-12,4,12821,5,"CC",78,"N2",0.00534460382033017,95439.3539344673,142890.234340971,805647899052.87,1206202812007.94
"774",2021-05-12,4,12821,5,"MI",78,"N1",2e-04,3571.42857142857,0,59214627857.1429,0
"775",2021-05-12,4,12821,5,"MI",78,"N2",0.00242850933650065,43366.2381517974,97476.9778831231,719016383042.416,1616177631596.66
"776",2021-05-12,4,12821,5,"NO",78,"N1",2e-04,3571.42857142857,0,85982884285.7143,0
"777",2021-05-12,4,12821,5,"NO",78,"N2",0.00263837782313968,47113.8896989228,106656.811907332,1134276675345.07,2567784888623.18
"778",2021-05-13,11,12832,6,NA,NA,NA,NA,NA,NA,NA,NA
"779",2021-05-14,3,12835,5,NA,NA,NA,NA,NA,NA,NA,NA
"780",2021-05-15,7,12842,6,NA,NA,NA,NA,NA,NA,NA,NA
"781",2021-05-16,7,12849,6,NA,NA,NA,NA,NA,NA,NA,NA
"782",2021-05-17,1,12850,5,"CC",79,"N1",0.0145503053360658,259826.881001176,443847.463324871,1711379216082.55,2923451649491.61
"783",2021-05-17,1,12850,5,"CC",79,"N2",2e-04,3571.42857142857,0,23523619285.7143,0
"784",2021-05-17,1,12850,5,"MI",79,"N1",2e-04,3571.42857142857,0,46776852142.8571,0
"785",2021-05-17,1,12850,5,"MI",79,"N2",2e-04,3571.42857142857,0,46776852142.8571,0
"786",2021-05-17,1,12850,5,"NO",79,"N1",2e-04,3571.42857142857,0,65163129285.7143,0
"787",2021-05-17,1,12850,5,"NO",79,"N2",2e-04,3571.42857142857,0,65163129285.7143,0
"788",2021-05-18,4,12854,5,NA,NA,NA,NA,NA,NA,NA,NA
"789",2021-05-19,6,12860,6,"CC",80,"N1",2e-04,3571.42857142857,0,23118039642.8571,0
"790",2021-05-19,6,12860,6,"CC",80,"N2",2e-04,3571.42857142857,0,23118039642.8571,0
"791",2021-05-19,6,12860,6,"MI",80,"N1",0.0510514791659648,911633.556535085,986299.243092707,11802101191852.7,12768730800860.8
"792",2021-05-19,6,12860,6,"MI",80,"N2",0.0122688478824065,219086.569328688,204712.173319167,2836317117176.58,2650224717374.04
"793",2021-05-19,6,12860,6,"NO",80,"N1",2e-04,3571.42857142857,0,66379868214.2857,0
"794",2021-05-19,6,12860,6,"NO",80,"N2",2e-04,3571.42857142857,0,66379868214.2857,0
"795",2021-05-20,5,12865,5,NA,NA,NA,NA,NA,NA,NA,NA
"796",2021-05-21,2,12867,5,NA,NA,NA,NA,NA,NA,NA,NA
"797",2021-05-22,1,12868,4,NA,NA,NA,NA,NA,NA,NA,NA
"798",2021-05-23,0,12868,3,NA,NA,NA,NA,NA,NA,NA,NA
"799",2021-05-24,2,12870,3,"CC",81,"N1",2e-04,3571.42857142857,0,23929198928.5714,0
"800",2021-05-24,2,12870,3,"CC",81,"N2",0.00519229559681704,92719.5642288756,218367.44388116,621237371160.902,1463100241163.66
